,Unnamed: 0,PropertyID,SaleDollarCnt,TransDate,censusblockgroup,ZoneCodeCounty,Usecode,BedroomCnt,BathroomCnt,FinishedSquareFeet,GarageSquareFeet,LotSizeSquareFeet,StoryCnt,BuiltYear,ViewType,Latitude,Longitude,BGMedHomeValue,BGMedRent,BGMedYearBuilt,BGPctOwn,BGPctVacant,BGMedIncome,BGPctKids,BGMedAge,TransYear,TransMonth,TransDay,BlockGroup,Block
558,558,48678725,335000.0,5/1/2015,530000000000.0,LR2,9,3.0,2.0,1340.0,180.0,1951,1,1915.0,0,47576307,-122309066,353100.0,881.0,1939.0,0.3597,0.1166,62614,0.33,28.3,2015,5,1,530330100022,530330100022019.0
559,559,48678892,340000.0,8/7/2015,530000000000.0,SF 5000,9,3.0,1.0,1284.0,280.0,5000,1,1958.0,0,47519890,-122285638,296300.0,897.0,1957.0,0.8322,0.0714,46875,0.3636,40.0,2015,8,7,530330117002,530330117002022.0
560,560,48678965,453000.0,6/27/2015,530000000000.0,SF 5000,9,4.0,2.75,2090.0,260.0,4000,1,1977.0,0,47520010,-122284060,296300.0,897.0,1957.0,0.8322,0.0714,46875,0.3636,40.0,2015,6,27,530330117002,530330117002026.0
561,561,48678993,205000.0,5/29/2015,530000000000.0,SF 5000,9,2.0,1.0,1220.0,0.0,4500,1,1926.0,0,47522656,-122284429,295400.0,910.0,1962.0,0.7093,0.0,68028,0.4991,34.3,2015,5,29,530330117003,530330117003020.0
562,562,48678995,338900.0,4/21/2015,530000000000.0,SF 5000,9,3.0,2.0,1180.0,260.0,4000,1,1929.0,0,47522592,-122284047,295400.0,910.0,1962.0,0.7093,0.0,68028,0.4991,34.3,2015,4,21,530330117003,530330117003020.0
563,563,48678999,256000.0,5/9/2015,530000000000.0,SF 5000,9,3.0,1.0,950.0,0.0,4000,1,1949.0,79,47523141,-122284044,295400.0,910.0,1962.0,0.7093,0.0,68028,0.4991,34.3,2015,5,9,530330117003,530330117003020.0
564,564,48679038,350500.0,6/27/2015,530000000000.0,SF 5000,9,3.0,1.0,1330.0,280.0,4400,2,1925.0,0,47519021,-122283315,295400.0,910.0,1962.0,0.7093,0.0,68028,0.4991,34.3,2015,6,27,530330117003,530330117003021.0
565,565,48679113,448000.0,8/15/2015,530000000000.0,SF 5000,9,5.0,3.0,2000.0,180.0,7890,1,1979.0,78,47541248,-122299717,316500.0,941.0,1970.0,0.586,0.0,52105,0.3468,37.7,2015,8,15,530330110023,530330110023014.0
566,566,48679131,430000.0,5/20/2015,530000000000.0,SF 5000,9,5.0,2.75,2140.0,500.0,5925,1,1971.0,78,47541088,-122300249,316500.0,941.0,1970.0,0.586,0.0,52105,0.3468,37.7,2015,5,20,530330110023,530330110023010.0
567,567,48679190,750000.0,8/25/2015,530000000000.0,R15,9,5.0,2.0,3390.0,700.0,43245,2,1927.0,82,47415595,-122341314,693600.0,,1959.0,0.8742,0.0909,175833,0.2484,57.8,2015,8,25,530330286001,530330286001017.0
568,568,48679207,355000.0,7/28/2015,530000000000.0,R15,9,4.0,1.75,1430.0,520.0,8000,1,1953.0,0,47416254,-122340607,693600.0,,1959.0,0.8742,0.0909,175833,0.2484,57.8,2015,7,28,530330286001,530330286001018.0
569,569,48679233,490000.0,7/30/2015,530000000000.0,R15,9,4.0,1.75,2200.0,0.0,17200,1,1957.0,0,47418032,-122341540,464500.0,1650.0,1965.0,0.8101,0.0,97727,0.2597,45.9,2015,7,30,530330286004,530330286004014.0
570,570,48679321,750000.0,4/16/2015,530000000000.0,RA10,9,3.0,3.0,2350.0,770.0,715690,2,1979.0,244,47161196,-121971286,290200.0,735.0,1981.0,0.6496,0.013,77750,0.3153,36.5,2015,4,16,530330315023,530330315023037.0
571,571,48679344,640000.0,4/25/2015,530000000000.0,A10,9,4.0,2.5,2530.0,0.0,799761,2,1999.0,79,47254539,-122099334,360700.0,417.0,1978.0,0.5782,0.0388,51076,0.4303,32.8,2015,4,25,530330312025,530330312025005.0
572,572,48679357,450000.0,5/16/2015,530000000000.0,A10,9,3.0,3.0,2880.0,440.0,426452,2,1979.0,79,47249063,-122100304,360700.0,417.0,1978.0,0.5782,0.0388,51076,0.4303,32.8,2015,5,16,530330312025,530330312025020.0
573,573,48679536,260000.0,4/10/2015,530000000000.0,RA5,9,3.0,1.0,1300.0,230.0,10139,1,2007.0,0,47342744,-122087046,370800.0,,1984.0,0.9539,0.0,111397,0.4607,45.3,2015,4,10,530330320063,530330320063013.0
574,574,48679620,179950.0,8/15/2015,530000000000.0,RA5,9,2.0,1.0,860.0,0.0,15246,1,1920.0,0,47337782,-122085549,385700.0,,1975.0,0.9375,0.0349,99583,0.4278,39.7,2015,8,15,530330316012,530330316012000.0
575,575,48679643,282500.0,9/12/2015,530000000000.0,RA5,9,3.0,1.75,1310.0,280.0,10018,1,1980.0,0,47343561,-122087053,370800.0,,1984.0,0.9539,0.0,111397,0.4607,45.3,2015,9,12,530330320063,530330320063012.0
576,576,48679745,395000.0,8/22/2015,530000000000.0,RA10SO,9,3.0,1.0,1220.0,0.0,25700,1,1922.0,0,47429539,-122463465,384900.0,595.0,1983.0,0.8662,0.1566,41765,0.2776,50.4,2015,8,22,530330277015,530330277015019.0
577,577,48679916,313950.0,7/18/2015,530000000000.0,RA5SO,9,3.0,1.75,1580.0,0.0,18625,1,1960.0,0,47420423,-122086978,351800.0,863.0,1971.0,0.8126,0.0,84542,0.1045,54.4,2015,7,18,530330318003,530330318003002.0
578,578,48679934,408000.0,6/24/2015,530000000000.0,RA5,9,3.0,2.25,1990.0,550.0,60112,2,1977.0,0,47422488,-122097876,351800.0,863.0,1971.0,0.8126,0.0,84542,0.1045,54.4,2015,6,24,530330318003,530330318003001.0
579,579,48679989,1375000.0,6/5/2015,530000000000.0,RA5,9,5.0,3.25,3830.0,1490.0,502246,1,2003.0,78,47424355,-121961731,435600.0,,1980.0,0.9812,0.0,71791,0.2233,51.8,2015,6,5,530330320034,530330320034050.0
580,580,48680042,425000.0,8/13/2015,530000000000.0,RA5,9,4.0,2.0,1960.0,0.0,219166,1,1972.0,78,47417236,-121969076,435600.0,,1980.0,0.9812,0.0,71791,0.2233,51.8,2015,8,13,530330320034,530330320034048.0
581,581,48680126,249950.0,7/9/2015,530000000000.0,CBSO,9,3.0,1.75,2070.0,350.0,11264,1,1946.0,0,47503257,-122334607,215700.0,853.0,1978.0,0.3355,0.0,31429,0.3176,33.5,2015,7,9,530330268012,530330268012000.0
582,582,48680589,809000.0,6/4/2015,530000000000.0,RA5P,9,4.0,2.25,3620.0,930.0,18405,2,1985.0,246,47730247,-122062449,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,6,4,530330323261,530330323261024.0
583,583,48680596,1125000.0,5/28/2015,530000000000.0,RA5P,9,4.0,3.0,4160.0,580.0,12208,2,1983.0,246,47728580,-122061500,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,5,28,530330323261,530330323261024.0
584,584,48680634,774000.0,6/4/2015,530000000000.0,RA5P,9,3.0,3.0,2550.0,760.0,12233,2,1984.0,246,47729483,-122058830,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,6,4,530330323261,530330323261019.0
585,585,48680667,1051000.0,5/30/2015,530000000000.0,RA5P,9,4.0,2.5,3700.0,720.0,13145,2,1989.0,78,47731314,-122058329,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,5,30,530330323261,530330323261019.0
586,586,48680697,986000.0,9/9/2015,530000000000.0,RA5P,9,3.0,2.25,3440.0,750.0,14485,2,1988.0,246,47724421,-122057455,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,9,9,530330323261,530330323261009.0
587,587,48680738,1150000.0,5/1/2015,530000000000.0,RA5P,9,4.0,3.5,3760.0,680.0,20609,2,1990.0,78,47725471,-122058985,801500.0,,1988.0,1.0,0.0681,150208,0.3978,49.0,2015,5,1,530330323261,530330323261022.0
588,588,48680870,855000.0,9/18/2015,530000000000.0,SF 5000,9,3.0,1.0,1440.0,0.0,8100,1,1940.0,0,47688013,-122337366,465200.0,1564.0,1940.0,0.6614,0.1168,110938,0.296,43.6,2015,9,18,530330027003,530330027003003.0
589,589,48681120,397950.0,4/8/2015,530000000000.0,MUR45,9,4.0,1.75,2360.0,0.0,8116,1,1970.0,0,47763506,-122335302,314800.0,,1962.0,0.8874,0.0,74766,0.3333,36.2,2015,4,8,530330203002,530330203002013.0
590,590,48681122,330000.0,9/19/2015,530000000000.0,MUR45,9,3.0,1.0,1500.0,0.0,7598,2,1950.0,0,47763552,-122336643,345700.0,730.0,1958.0,0.6383,0.1043,49758,0.3908,37.5,2015,9,19,530330203003,530330203003014.0
591,591,48681174,650000.0,5/29/2015,530000000000.0,R 5400D,9,5.0,3.5,3480.0,780.0,18205,2,1996.0,78,47771385,-122220174,397700.0,790.0,1976.0,0.7359,0.0693,79531,0.3905,31.7,2015,5,29,530330218034,530330218034005.0
592,592,48681175,820000.0,5/16/2015,530000000000.0,R 8400,9,5.0,2.75,3290.0,400.0,8528,2,2015.0,0,47775398,-122207384,334100.0,840.0,1978.0,0.578,0.0749,64205,0.3507,37.0,2015,5,16,530330218031,530330218031003.0
593,593,48681285,750000.0,9/2/2015,530000000000.0,R 9600,9,4.0,2.0,3594.0,530.0,13955,2,2002.0,78,47771173,-122209811,334100.0,840.0,1978.0,0.578,0.0749,64205,0.3507,37.0,2015,9,2,530330218031,530330218031007.0
594,594,48681391,742000.0,7/9/2015,530000000000.0,RA5,9,4.0,2.5,3440.0,850.0,18307,2,1989.0,0,47740615,-122068685,563800.0,,1984.0,0.9286,0.0,198529,0.5536,42.9,2015,7,9,530330323263,530330323263000.0
595,595,48681421,794500.0,6/30/2015,530000000000.0,RA5,9,3.0,2.25,2470.0,580.0,65775,2,1979.0,0,47725867,-122077955,563800.0,,1984.0,0.9286,0.0,198529,0.5536,42.9,2015,6,30,530330323263,530330323263005.0
596,596,48681476,1000000.0,5/22/2015,530000000000.0,R5,9,5.0,2.5,2740.0,420.0,10320,1,1961.0,82,47585664,-122115590,638200.0,,1967.0,0.9666,0.0284,109063,0.3194,50.2,2015,5,22,530330234033,530330234033004.0
597,597,48681575,1410000.0,8/15/2015,530000000000.0,SFR 10.0,9,3.0,3.0,2700.0,600.0,10650,1,1982.0,0,47585066,-122201648,695100.0,1789.0,1957.0,0.8905,0.0778,156500,0.4393,44.1,2015,8,15,530330239003,530330239003010.0
598,598,48681644,1020000.0,9/12/2015,530000000000.0,R4,9,3.0,2.5,3580.0,820.0,15550,2,1995.0,0,47585599,-121995501,658900.0,,1994.0,0.9377,0.0,159297,0.6044,36.9,2015,9,12,530330322132,530330322132002.0
599,599,48681645,870000.0,6/30/2015,530000000000.0,R4,9,4.0,3.0,3900.0,770.0,15102,2,1995.0,0,47585539,-121995862,658900.0,,1994.0,0.9377,0.0,159297,0.6044,36.9,2015,6,30,530330322132,530330322132002.0
600,600,48681674,870500.0,5/22/2015,530000000000.0,R4,9,4.0,2.5,3380.0,770.0,20267,2,1996.0,0,47585932,-121994398,592500.0,,1999.0,0.9639,0.0694,154840,0.6606,38.7,2015,5,22,530330322133,530330322133015.0
601,601,48681731,1000000.0,8/28/2015,530000000000.0,R4,9,3.0,3.0,3580.0,810.0,15154,2,1996.0,0,47586520,-121994918,629900.0,,1977.0,0.9246,0.0348,118688,0.3607,47.2,2015,8,28,530330322131,530330322131016.0
602,602,48681732,979000.0,8/15/2015,530000000000.0,R4,9,4.0,3.0,3750.0,790.0,15629,2,1996.0,0,47586734,-121994728,629900.0,,1977.0,0.9246,0.0348,118688,0.3607,47.2,2015,8,15,530330322131,530330322131016.0
603,603,48681827,1119880.0,8/13/2015,530000000000.0,R4,9,4.0,3.0,3630.0,1000.0,16684,2,1999.0,246,47605315,-122012026,488100.0,1250.0,1999.0,0.914,0.0,144688,0.6314,36.3,2015,8,13,530330322142,530330322142001.0
604,604,48681828,1395000.0,8/15/2015,530000000000.0,R4,9,5.0,3.0,3830.0,730.0,12601,2,1999.0,246,47605070,-122011892,488100.0,1250.0,1999.0,0.914,0.0,144688,0.6314,36.3,2015,8,15,530330322142,530330322142001.0
605,605,48681920,650000.0,6/25/2015,530000000000.0,R4,9,3.0,3.0,2420.0,870.0,6834,2,1997.0,0,47609505,-122008085,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,6,25,530330322141,530330322141013.0
606,606,48681934,741000.0,9/12/2015,530000000000.0,R4,9,4.0,3.0,2740.0,850.0,11379,2,1998.0,0,47610741,-122007431,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,9,12,530330322141,530330322141013.0
607,607,48681938,729990.0,8/1/2015,530000000000.0,R4,9,4.0,3.0,2780.0,650.0,6739,2,1999.0,0,47611593,-122007541,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,8,1,530330322141,530330322141013.0
608,608,48681943,750000.0,5/27/2015,530000000000.0,R4,9,4.0,3.0,2790.0,790.0,10855,2,1999.0,0,47611885,-122008135,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,5,27,530330322141,530330322141013.0
609,609,48681949,770000.0,5/14/2015,530000000000.0,R4,9,4.0,3.0,2800.0,790.0,9127,2,1999.0,0,47612277,-122006561,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,5,14,530330322141,530330322141014.0
610,610,48681958,838980.0,8/22/2015,530000000000.0,R4,9,4.0,4.0,3550.0,650.0,9160,2,1999.0,0,47611122,-122007006,625400.0,2001.0,2000.0,0.8358,0.059,176250,0.7565,35.5,2015,8,22,530330322141,530330322141014.0
611,611,48681979,548000.0,4/14/2015,530000000000.0,RS 7.2,9,4.0,2.0,1690.0,280.0,7794,1,1968.0,0,47688843,-122203228,614200.0,1637.0,1973.0,0.8394,0.0,111875,0.4085,40.1,2015,4,14,530330224002,530330224002025.0
612,612,48681985,1950000.0,5/16/2015,530000000000.0,R1,9,2.0,2.0,2830.0,0.0,22612,1,1951.0,82,47628055,-122217384,1000001.0,2001.0,1967.0,0.8813,0.0533,235875,0.499,40.5,2015,5,16,530330241003,530330241003024.0
613,613,48682097,266750.0,6/2/2015,530000000000.0,RA5,9,2.0,1.0,850.0,0.0,11388,1,1928.0,0,47497264,-122127691,440000.0,2001.0,2003.0,0.8234,0.0415,113447,0.6117,32.6,2015,6,2,530330251023,530330251023000.0
614,614,48682174,250000.0,7/7/2015,530000000000.0,RS9.6,9,4.0,1.0,1630.0,280.0,11060,1,1962.0,0,47331103,-122325613,236800.0,1073.0,1964.0,0.3233,0.1098,44110,0.5178,22.1,2015,7,7,530330302023,530330302023006.0
615,615,48682222,231000.0,7/10/2015,530000000000.0,RS9.6,9,3.0,1.5,1060.0,480.0,9372,1,1969.0,0,47330761,-122327622,260900.0,1413.0,1971.0,0.6588,0.1959,77500,0.6318,32.8,2015,7,10,530330302022,530330302022000.0
616,616,48682238,2500000.0,7/3/2015,530000000000.0,R1,9,5.0,4.0,4840.0,770.0,21261,2,1997.0,78,47633410,-122218145,1000001.0,2001.0,1975.0,0.8938,0.1185,163056,0.4219,45.6,2015,7,3,530330241002,530330241002018.0
617,617,48682259,537000.0,6/5/2015,530000000000.0,R5,9,3.0,1.75,1410.0,510.0,9150,1,1959.0,0,47568318,-122178249,491600.0,1678.0,1975.0,0.7035,0.103,106797,0.3841,43.1,2015,6,5,530330247011,530330247011006.0
618,618,48682306,620000.0,5/1/2015,530000000000.0,R5,9,4.0,2.0,1770.0,320.0,7700,2,1962.0,0,47591633,-122145613,389400.0,1539.0,1980.0,0.4242,0.0859,86382,0.2121,35.0,2015,5,1,530330234012,530330234012007.0
619,619,48682311,560000.0,7/15/2015,530000000000.0,R5,9,6.0,1.75,2220.0,180.0,7811,1,1962.0,0,47592555,-122146483,389400.0,1539.0,1980.0,0.4242,0.0859,86382,0.2121,35.0,2015,7,15,530330234012,530330234012012.0
620,620,48682316,640000.0,5/29/2015,530000000000.0,R5,9,4.0,2.0,1710.0,320.0,7811,2,1962.0,0,47592115,-122146485,389400.0,1539.0,1980.0,0.4242,0.0859,86382,0.2121,35.0,2015,5,29,530330234012,530330234012014.0
621,621,48682317,610000.0,8/8/2015,530000000000.0,R5,9,3.0,4.0,1780.0,280.0,8346,1,1962.0,0,47592115,-122146189,389400.0,1539.0,1980.0,0.4242,0.0859,86382,0.2121,35.0,2015,8,8,530330234012,530330234012014.0
622,622,48682331,1780000.0,5/8/2015,530000000000.0,R3.5,9,4.0,3.25,3950.0,770.0,10912,2,2003.0,0,47587649,-122195609,695100.0,1789.0,1957.0,0.8905,0.0778,156500,0.4393,44.1,2015,5,8,530330239003,530330239003001.0
623,623,48682412,329000.0,8/13/2015,530000000000.0,R8,9,3.0,0.75,1100.0,310.0,7460,1,1959.0,0,47512999,-122186564,322700.0,1660.0,1991.0,0.7702,0.0,106023,0.2932,39.1,2015,8,13,530330252001,530330252001007.0
624,624,48682448,685000.0,4/4/2015,530000000000.0,R8.4,9,3.0,2.0,2230.0,0.0,8558,2,1960.0,0,47583325,-122219286,697900.0,2001.0,1995.0,0.5759,0.0,84375,0.1185,70.2,2015,4,4,530330244001,530330244001008.0
625,625,48682474,900000.0,8/1/2015,530000000000.0,R4,9,3.0,2.0,1880.0,0.0,9112,1,1951.0,0,47607188,-122198517,581900.0,991.0,1965.0,0.4735,0.0835,85125,0.3293,36.6,2015,8,1,530330238011,530330238011013.0
626,626,48682570,440000.0,7/14/2015,530000000000.0,RS9.6,9,3.0,2.5,2510.0,440.0,9308,2,1997.0,0,47285470,-122341959,441100.0,994.0,1988.0,0.2118,0.0425,46780,0.3428,35.6,2015,7,14,530330303104,530330303104004.0
627,627,48682576,505000.0,6/2/2015,530000000000.0,RS9.6,9,3.0,2.5,3210.0,880.0,8249,2,1996.0,0,47284609,-122341248,441100.0,994.0,1988.0,0.2118,0.0425,46780,0.3428,35.6,2015,6,2,530330303104,530330303104000.0
628,628,48682596,442000.0,6/25/2015,530000000000.0,RS9.6,9,4.0,3.0,3160.0,680.0,10749,2,1996.0,0,47285352,-122344828,277700.0,1847.0,1994.0,0.8471,0.0,68750,0.5566,35.3,2015,6,25,530330303102,530330303102002.0
629,629,48682762,1380000.0,8/25/2015,530000000000.0,R3.5,9,4.0,4.0,3980.0,680.0,7812,2,2007.0,0,47603027,-122202535,688200.0,1766.0,1957.0,0.9067,0.0,111445,0.2209,48.1,2015,8,25,530330239002,530330239002000.0
630,630,48683601,900000.0,7/1/2015,530000000000.0,R4,9,3.0,1.5,1610.0,270.0,8939,1,1953.0,0,47630771,-122202562,743200.0,2001.0,1961.0,0.7408,0.0,147578,0.4026,35.8,2015,7,1,530330240002,530330240002019.0
631,631,48683625,3950000.0,4/21/2015,530000000000.0,R4,9,5.0,4.75,4770.0,550.0,7840,2,2015.0,79,47631435,-122206672,743200.0,2001.0,1961.0,0.7408,0.0,147578,0.4026,35.8,2015,4,21,530330240002,530330240002016.0
632,632,48683841,605000.0,6/20/2015,530000000000.0,R5,9,3.0,2.25,1660.0,400.0,8912,1,1963.0,0,47629484,-122113653,380300.0,1681.0,1965.0,0.9062,0.1111,80600,0.1958,46.5,2015,6,20,530330230003,530330230003014.0
633,633,48683944,600000.0,9/26/2015,530000000000.0,R5,9,4.0,2.0,2010.0,400.0,7700,1,1964.0,0,47626021,-122112663,478100.0,1478.0,1966.0,0.8827,0.0272,89167,0.3408,46.2,2015,9,26,530330230002,530330230002005.0
634,634,48683979,593450.0,4/25/2015,530000000000.0,R5,9,4.0,3.0,2130.0,460.0,7172,2,1964.0,0,47627155,-122112450,478100.0,1478.0,1966.0,0.8827,0.0272,89167,0.3408,46.2,2015,4,25,530330230002,530330230002004.0
635,635,48684002,603000.0,8/20/2015,530000000000.0,R5,9,4.0,3.0,2020.0,460.0,7507,2,1965.0,0,47626467,-122114830,478100.0,1478.0,1966.0,0.8827,0.0272,89167,0.3408,46.2,2015,8,20,530330230002,530330230002002.0
636,636,48684059,628000.0,9/2/2015,530000000000.0,R5,9,4.0,3.0,1910.0,400.0,8400,1,1965.0,0,47626067,-122118437,380300.0,1681.0,1965.0,0.9062,0.1111,80600,0.1958,46.5,2015,9,2,530330230003,530330230003017.0
637,637,48684099,670000.0,5/1/2015,530000000000.0,R5,9,3.0,2.0,2570.0,380.0,10078,2,1965.0,0,47627513,-122119934,380300.0,1681.0,1965.0,0.9062,0.1111,80600,0.1958,46.5,2015,5,1,530330230003,530330230003019.0
638,638,48684123,545000.0,4/22/2015,530000000000.0,R5,9,4.0,3.0,1890.0,450.0,7210,1,1967.0,0,47634195,-122117421,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,4,22,530330229011,530330229011021.0
639,639,48684188,678000.0,4/18/2015,530000000000.0,R5,9,3.0,1.75,1670.0,450.0,7210,1,1967.0,0,47634371,-122115782,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,4,18,530330229011,530330229011001.0
640,640,48684197,560000.0,4/17/2015,530000000000.0,R5,9,4.0,2.0,1880.0,420.0,8659,1,1967.0,0,47634088,-122114156,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,4,17,530330229011,530330229011000.0
641,641,48684288,660000.0,5/30/2015,530000000000.0,R5,9,3.0,2.5,2080.0,380.0,14999,1,1969.0,79,47637993,-122118648,525600.0,1590.0,1977.0,0.8411,0.068,122083,0.3359,44.5,2015,5,30,530330229012,530330229012021.0
642,642,48684317,605000.0,7/11/2015,530000000000.0,R6,9,3.0,1.75,1480.0,550.0,10000,1,1975.0,0,47665011,-122148960,438000.0,,1976.0,0.9563,0.0,89000,0.2969,44.0,2015,7,11,530330226064,530330226064007.0
643,643,48684397,899950.0,6/3/2015,530000000000.0,R1,9,3.0,1.75,1690.0,0.0,15946,1,1955.0,0,47634643,-122193287,603900.0,1623.0,1974.0,0.4707,0.1026,96985,0.2558,36.9,2015,6,3,530330240001,530330240001016.0
644,644,48684398,1080000.0,9/26/2015,530000000000.0,R1,9,4.0,2.75,2470.0,440.0,15539,1,2004.0,0,47634943,-122193312,603900.0,1623.0,1974.0,0.4707,0.1026,96985,0.2558,36.9,2015,9,26,530330240001,530330240001016.0
645,645,48684416,999950.0,4/4/2015,530000000000.0,R1.8,9,3.0,3.0,3740.0,570.0,22464,2,1966.0,0,47635350,-122195678,603900.0,1623.0,1974.0,0.4707,0.1026,96985,0.2558,36.9,2015,4,4,530330240001,530330240001016.0
646,646,48684868,525000.0,7/1/2015,530000000000.0,R6,9,4.0,2.5,3280.0,440.0,9035,1,1993.0,0,47735081,-122225642,429500.0,,1996.0,0.9226,0.0,111477,0.4624,37.5,2015,7,1,530330221024,530330221024003.0
647,647,48684869,615000.0,6/16/2015,530000000000.0,R6,9,5.0,2.5,3040.0,540.0,8847,2,1993.0,0,47735254,-122225604,429500.0,,1996.0,0.9226,0.0,111477,0.4624,37.5,2015,6,16,530330221024,530330221024003.0
648,648,48684875,622000.0,9/29/2015,530000000000.0,R6,9,4.0,2.5,2450.0,580.0,11058,2,1993.0,0,47735840,-122226301,429500.0,,1996.0,0.9226,0.0,111477,0.4624,37.5,2015,9,29,530330221024,530330221024003.0
649,649,48684904,560000.0,7/23/2015,530000000000.0,R6,9,3.0,2.5,2310.0,610.0,8665,2,1991.0,0,47733904,-122220962,429500.0,,1996.0,0.9226,0.0,111477,0.4624,37.5,2015,7,23,530330221024,530330221024010.0
650,650,48684945,395000.0,4/9/2015,530000000000.0,SF 7200,9,3.0,1.0,950.0,280.0,6951,1,1950.0,0,47726318,-122299693,347300.0,,1953.0,0.9329,0.0,76369,0.4654,39.0,2015,4,9,530330002006,530330002006026.0
651,651,48684951,426000.0,6/16/2015,530000000000.0,SF 7200,9,3.0,1.0,890.0,290.0,6000,1,1950.0,0,47725228,-122300401,347300.0,,1953.0,0.9329,0.0,76369,0.4654,39.0,2015,6,16,530330002006,530330002006027.0
652,652,48684996,385000.0,7/29/2015,530000000000.0,R6,9,4.0,2.5,2000.0,570.0,6679,2,1997.0,0,47382551,-122028417,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,7,29,530330320104,530330320104004.0
653,653,48685019,324000.0,5/23/2015,530000000000.0,R6,9,4.0,2.5,2020.0,440.0,9147,2,1994.0,0,47382658,-122025799,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,5,23,530330320104,530330320104004.0
654,654,48685025,380000.0,7/18/2015,530000000000.0,R6,9,4.0,3.0,2020.0,440.0,7266,2,1994.0,0,47382866,-122024049,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,7,18,530330320104,530330320104003.0
655,655,48685048,366000.0,5/5/2015,530000000000.0,R6,9,4.0,2.75,2170.0,540.0,9743,2,1995.0,0,47381376,-122023912,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,5,5,530330320104,530330320104003.0
656,656,48685062,344950.0,5/23/2015,530000000000.0,R6,9,3.0,2.25,1660.0,830.0,7201,2,1995.0,0,47380589,-122023616,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,5,23,530330320104,530330320104003.0
657,657,48685150,359900.0,7/31/2015,530000000000.0,R6,9,3.0,3.0,1700.0,570.0,9981,2,1996.0,0,47379892,-122023358,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,7,31,530330320104,530330320104003.0
658,658,48685171,312500.0,9/30/2015,530000000000.0,R6,9,3.0,3.0,1700.0,570.0,6959,2,1995.0,0,47380472,-122027431,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,9,30,530330320104,530330320104012.0
659,659,48685192,367500.0,9/18/2015,530000000000.0,R6,9,4.0,3.0,2180.0,440.0,5000,2,2000.0,0,47376943,-122022075,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,9,18,530330320104,530330320104003.0
660,660,48685210,335000.0,4/25/2015,530000000000.0,R6,9,3.0,3.0,1740.0,440.0,5267,2,1999.0,0,47377747,-122022537,307000.0,,1995.0,0.9114,0.0357,104961,0.4283,34.1,2015,4,25,530330320104,530330320104003.0
661,661,48685218,990000.0,9/29/2015,530000000000.0,R3.5,9,4.0,2.75,3250.0,680.0,10435,2,1994.0,0,47633136,-122129293,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,9,29,530330229011,530330229011012.0
662,662,48685233,1075000.0,9/29/2015,530000000000.0,R3.5,9,4.0,2.5,3020.0,690.0,14732,2,1995.0,0,47632581,-122128707,443900.0,1797.0,1965.0,0.7568,0.0,111071,0.2601,39.2,2015,9,29,530330229011,530330229011012.0
663,663,48685259,2488000.0,4/11/2015,530000000000.0,R4,9,5.0,4.25,4160.0,480.0,9750,2,2015.0,0,47623023,-122196575,399300.0,1598.0,1984.0,0.4018,0.0679,83382,0.2126,35.8,2015,4,11,530330240003,530330240003011.0
664,664,48685264,2150000.0,9/10/2015,530000000000.0,R4,9,5.0,4.25,4530.0,680.0,8710,3,2015.0,0,47623034,-122197951,399300.0,1598.0,1984.0,0.4018,0.0679,83382,0.2126,35.8,2015,9,10,530330240003,530330240003011.0
665,665,48685311,629000.0,7/16/2015,530000000000.0,RA5,9,4.0,2.75,2210.0,480.0,36303,1,1981.0,0,47719103,-122089409,621400.0,,1987.0,0.9667,0.0,176818,0.4822,42.4,2015,7,16,530330323221,530330323221014.0
666,666,48685395,320599.0,6/6/2015,530000000000.0,R8,9,3.0,1.75,1440.0,480.0,8108,1,1981.0,0,47443347,-122188636,266700.0,1236.0,1964.0,0.7062,0.0,81591,0.2966,28.9,2015,6,6,530330293031,530330293031000.0
