,100 Block Address,Offense ID,Longitude,Latitude,BlockGroup
3365,E MADISON ST / M L KING JR WAY E,6,-122.296424111,47.62331724,530330077002011.0
3366,4TH AVE W / W CROCKETT ST,4,-122.362295142,47.63775932,530330068002004.0
3367,5XX BLOCK OF HARVARD AVE E,120,-122.32199857075,47.62370175,530330074012003.0
3368,36XX BLOCK OF 37TH AVE S,20,-122.2860485038,47.5711058165,530330101005012.0
3369,22XX BLOCK OF S STEVENS ST,4,-122.3038317495,47.5767067375,530330100023019.0
3370,37XX BLOCK OF E JOHN ST,8,-122.284733425,47.61992402875,530330078004022.0
3371,36TH AVE NE / NE 120TH ST,1,-122.289275922,47.7155229,530330008001007.0
3372,LAKEVIEW BLVD E / BOYLSTON AVE E,8,-122.323468243,47.63680809,530330066002013.0
3373,12XX BLOCK OF S MAIN ST,198,-122.3158494295,47.600010366565655,530330090002007.0
3374,1ST AVE N / ROY ST,4,-122.355396905,47.62545228,530330070003014.0
3375,S HUDSON ST / 43RD AVE S,1,-122.279523086,47.55703325,530330103001006.0
3376,32XX BLOCK OF NW 59TH ST,28,-122.399719818,47.67129617,530330032006046.0
3377,39XX BLOCK OF SW FINDLAY ST,9,-122.38231420933332,47.55204799,530330105002016.0
3378,2ND AVE N / ROY ST,43,-122.352784926,47.62544255,530330070003012.0
3379,CORNELL AVE S / S 114TH ST,1,-122.241402119,47.50147816,530330119002027.0
3380,BALLARD AVE NW / NW IONE PL,7,-122.381662276,47.66510486,530330047004027.0
3381,22XX BLOCK OF 11TH AVE W,17,-122.37158150729412,47.63867801,530330069004004.0
3382,19XX BLOCK OF 31ST AVE S,29,-122.29299744,47.58572068896552,530330095001043.0
3383,N NORTHGATE WAY / ASHWORTH AVE N,6,-122.339311902,47.70504393,530330013001003.0
3384,91XX BLOCK OF 31ST AVE SW,1,-122.372665607,47.52195472,530330115002022.0
3385,16XX BLOCK OF FERRY AVE SW,7,-122.38227445985714,47.589501612857134,530330096005016.0
3386,8XX BLOCK OF NE 103RD ST,34,-122.31909590297057,47.70311297,530330012002005.0
3387,LENORA ST PEDESTRIAN BR / LENORA ST,1,-122.346100564,47.61014285,530330081001013.0
3388,N 72ND ST / FREMONT AVE N,3,-122.34989214533331,47.68105226,530330028003003.0
3389,13XX BLOCK OF E YESLER WAY,106,-122.31454521760377,47.60168948,530330086003016.0
3390,S ATLANTIC ST / 31ST AVE S,10,-122.29249212,47.58943448,530330095001036.0
3391,39XX BLOCK OF DAYTON AVE N,25,-122.35259611108,47.6548382008,530330049003002.0
3392,CHERRY ST / 5TH AVE,31,-122.329841602,47.60441291,530330085001023.0
3393,41XX BLOCK OF WALLINGFORD AVE N,12,-122.33623286291666,47.657400609166665,530330051002020.0
3394,80XX BLOCK OF 38TH AVE NE,12,-122.287425051,47.68754915,530330024001013.0
3395,22ND AVE / E CHERRY ST,52,-122.303721522,47.60801108,530330087001015.0
3396,37XX BLOCK OF SW FINDLAY ST,2,-122.379318965,47.55200342,530330105002007.0
3397,29XX BLOCK OF S RAYMOND ST,8,-122.294207351,47.54803719,530330104013002.0
3398,1ST AVE NW / NW 39TH ST,8,-122.357658115,47.65415054,530330048003046.0
3399,44XX BLOCK OF 37TH AVE SW,33,-122.378770294,47.56397206,530330098003028.0
3400,NE 43RD ST / 7TH AVE NE,3,-122.320836949,47.65946261,530330052001000.0
3401,125XX BLOCK OF 35TH AVE NE,229,-122.29079805240612,47.72094623,530330001003004.0
3402,28TH AVE E / E HELEN ST,1,-122.296757658,47.62813451,530330064001011.0
3403,1XX BLOCK OF S 120TH ST,1,-122.331760814,47.49582859,530330270003005.0
3404,SEWARD PARK AVE S / S FONTANELLE PL,1,-122.267287313,47.53547458,530330111024006.0
3405,20TH AVE / E JAMES ST,3,-122.306324786,47.60717168,530330087001018.0
3406,17XX BLOCK OF N 130TH ST,14,-122.33688341042856,47.72320889,530330006001010.0
3407,TAYLOR AVE / 5TH AVE,2,-122.346506875,47.61804943,530330072003000.0
3408,94XX BLOCK OF OLSON PL SW,54,-122.33964046133332,47.518162646111115,530330113001016.0
3409,31XX BLOCK OF CASCADIA AVE S,26,-122.28382495992308,47.57584348846154,530330095003020.0
3410,18XX BLOCK OF 14TH AVE S,16,-122.31466579425,47.58667614,530330094001000.0
3411,5XX BLOCK OF NE 86TH ST,16,-122.3216608783125,47.69130152,530330019002017.0
3412,38TH AVE S / S SPOKANE ST,1,-122.285003623,47.5715873,530330101005006.0
3413,6XX BLOCK OF N 137TH ST,4,-122.350251414,47.72777104,530330004013000.0
3414,44TH AVE S / S WARSAW ST,2,-122.278120078,47.54334042,530330111014010.0
3415,97XX BLOCK OF 37TH AVE SW,15,-122.379380535,47.51608308,530330120001003.0
3416,23XX BLOCK OF THORNDYKE AVE W,21,-122.38689205057142,47.63983222190476,530330058023010.0
3417,1XX BLOCK OF S MAIN ST,332,-122.33472833531928,47.600045113644576,530330092002022.0
3418,PINE ST / ALASKAN E ROADWAY WAY,1,-122.343891092,47.60857252,530330081001013.0
3419,NE 75TH ST / 14TH AVE NE,2,-122.3131713955,47.68305941,530330026004016.0
3420,7XX BLOCK OF 26TH AVE,70,-122.29886186425713,47.608506599571434,530330088002004.0
3421,39TH AVE S / S HOLDEN ST,2,-122.283311695,47.53334163,530330110013011.0
3422,12XX BLOCK OF 12TH AVE,7,-122.316756141,47.61222596,530330086001002.0
3423,87XX BLOCK GREENWOOD AVE N,1,-122.355330165,47.69331764,530330017012015.0
3424,46TH AVE SW / SW WILDWOOD PL,1,-122.391165053,47.52109452,530330116005019.0
3425,38TH AVE S / S GENESEE ST,9,-122.284958679,47.5641218,530330101005038.0
3426,LEE ST / TAYLOR AVE N,7,-122.34626730271428,47.63141024,530330067003006.0
3427,41XX BLOCK OF SW ADMIRAL WAY,49,-122.38453061918368,47.58118098,530330096002010.0
3428,109XX BLOCK OF 39TH AVE NE,1,-122.28675051,47.70796829,530330008002015.0
3429,WHEELER ST / DEXTER AVE N,13,-122.344586221,47.64090921,530330060001006.0
3430,11XX BLOCK OF 44TH AVE SW,4,-122.387279376,47.5922023,530330096005015.0
3431,45XX BLOCK OF NE 88TH PL,4,-122.277922599,47.69277605,530330022003013.0
3432,ALASKAN WAY / WALL ST,18,-122.351186001,47.61281375,530330080013028.0
3433,W BARRETT ST / 21ST AVE W,9,-122.383347946,47.64658285,530330058021000.0
3434,I5 / NE 130 ST,2,-122.324161316,47.72312583,530330006001019.0
3435,65XX BLOCK OF 52ND AVE NE,20,-122.2715787808,47.6766682,530330040002014.0
3436,3RD AVE W / W MERCER ST,1,-122.360628224,47.62459859,530330070005003.0
3437,9XX BLOCK OF N 97TH ST,61,-122.345976594,47.69962323,530330013003009.0
3438,32XX BLOCK OF 13TH AVE S,2,-122.316102368,47.57467805,530330093003000.0
3439,15XX BLOCK OF S LUCILE ST,7,-122.31288594614284,47.55344031,530330104024021.0
3440,ROY ST / 1ST AVE,1,-122.355396905,47.62545228,530330070003014.0
3441,64XX BLOCK OF 15TH AVE NE,2,-122.311926294,47.67527577,530330044001004.0
3442,78XX BLOCK OF STONE AVE N,39,-122.34180043110256,47.68585501,530330027004020.0
3443,38TH AVE E / 38TH PL E,1,-122.284856302,47.63955783,530330063003005.0
3444,AURORA AVE N / N 125TH ST,162,-122.344936817,47.71957221,530330006003006.0
3445,QUEEN ANNE DR / 4TH AVE N,2,-122.349575505,47.64297291,530330060002018.0
3446,77XX BLOCK OF 29TH AVE NW,17,-122.39437991723528,47.68584413,530330031002012.0
3447,100XX BLOCK OF 30TH AVE SW,7,-122.371024375,47.51236644142857,530330120001016.0
3448,90XX BLOCK OF PALATINE AVE N,31,-122.35668898541935,47.69512724,530330017021015.0
3449,S HANFORD ST / MCCLINTOCK AVE S,1,-122.292991734,47.57545286,530330095004015.0
3450,PIKE HILL CLIMB / ALASKAN E ROADWAY WY,1,-122.342499424,47.60775027,530330081001015.0
3451,NW 60TH ST / 3RD AVE NW,3,-122.360787369,47.67234437,530330034001013.0
3452,19XX BLOCK OF 4TH AVE W,22,-122.3623070186818,47.63685728,530330068002005.0
3453,18TH AVE S / S HINDS ST,1,-122.307897452,47.57309062,530330100024014.0
3454,N 39TH ST/EVANSTON AV N,2,-122.292619508,47.61829948,530330077001022.0
3455,WESTERN AV OFF RP / BELL ST,2,-122.347375456,47.61270888,530330080022003.0
3456,41XX BLOCK OF SW ELMGROVE ST,11,-122.386026049,47.53074309,530330116002014.0
3457,38TH AVE NE / NE 120TH ST,1,-122.287274016,47.71553673,530330008001008.0
3458,NW LEARY WAY / 15TH AVE NW,30,-122.376320374,47.66366393,530330047002037.0
3459,45XX BLOCK OF 11TH AVE NW,6,-122.370768942,47.6618344,530330047002074.0
3460,21XX BLOCK OF E MERCER ST,8,-122.304109278625,47.62440137,530330076001001.0
3461,27XX BLOCK OF E JEFFERSON ST,14,-122.29731551642855,47.60617302,530330088002011.0
3462,QUEEN ANNE AVE N / COMSTOCK ST,2,-122.356609297,47.6304386,530330070001004.0
3463,76XX BLOCK OF 8TH AVE S,1,-122.322575265,47.53618059,530330109001019.0
3464,52XX BLOCK OF 15TH AVE NE,361,-122.31189877900832,47.66748414,530330044003005.0
3465,TAYLOR AVE N / HARRISON ST,2,-122.346286751,47.62207005,530330072001021.0
3466,45TH AVE SW / SW OREGON ST,1,-122.389481583,47.56294859,530330098004021.0
3467,12XX BLOCK OF N NORTHLAKE WAY,1,-122.343744587,47.64830134,530330054002039.0
3468,34XX BLOCK OF WEST MARGINAL WAY SW,3,-122.36357957833332,47.573174753333326,530330099004034.0
3469,16TH AVE S / S COLLEGE ST,5,-122.312089222,47.58297759,530330094003021.0
3470,W OLYMPIC PL / 2ND AVE W,2,-122.359306315,47.62672566,530330070006009.0
3471,17XX BLOCK OF S DEARBORN ST,19,-122.3095877318421,47.5958726,530330090002038.0
3472,120XX BLOCK OF 40TH AVE NE,44,-122.28528474597728,47.71645483022727,530330008001009.0
3473,12XX BLOCK OF E THOMAS ST,17,-122.316294091,47.6211087,530330075003010.0
3474,S WALKER ST / RAINIER AVE S,28,-122.30219858,47.5836564,530330095002064.0
3475,77XX BLOCK OF DAYTON AVE N,6,-122.352418552,47.68512125,530330028001010.0
3476,63XX BLOCK OF 44TH AVE S,8,-122.278148093,47.54556496,530330111014000.0
3477,4TH AVE S / S MASSACHUSETTS ST,2,-122.329051388,47.58822701,530330093002072.0
3478,BELLEVUE PL E / BELMONT PL E,10,-122.324244389,47.62765732,530330066001037.0
3479,NW 80TH ST / 25TH AVE NW,4,-122.388711363,47.68679539,530330031001006.0
3480,WESTERN AVE W / 3RD AVE W,3,-122.360662792,47.620556,530330071001016.0
3481,S MORGAN ST / 31ST AVE S,3,-122.292749706,47.54434626,530330110022000.0
3482,15TH AVE / E CHERRY ST,16,-122.312847385,47.60804263,530330087001008.0
3483,39XX BLOCK OF W BARRETT ST,5,-122.407937911,47.6472639,530330056001017.0
3484,91XX BLOCK OF CORLISS AVE N,4,-122.331106866,47.69485045,530330019003005.0
3485,22XX BLOCK OF 16TH AVE S,6,-122.312083947,47.58333422,530330094003021.0
3486,41XX BLOCK OF 3RD AVE NW,22,-122.3608151856818,47.65716132181818,530330048002025.0
3487,1XX BLOCK OF QUEEN ANNE AVE N,139,-122.3567515131151,47.61919015115108,530330071002020.0
3488,71XX BLOCK OF 17TH AVE SW,14,-122.35613961892857,47.53854696928571,530330108002008.0
3489,24XX BLOCK OF E CHERRY ST,35,-122.30076731857142,47.60800475,530330088002006.0
3490,W EMERSON PL / 19TH AVE W,7,-122.381188043,47.65422988,530330058014018.0
3491,2XX BLOCK OF W GARFIELD ST,6,-122.360337279,47.63352922,530330068002019.0
3492,BEACON AVE S / S THISTLE ST,3,-122.288026831,47.528141,530330117003005.0
3493,6TH AVE NW / NW 86TH ST,3,-122.36332542,47.69136423,530330017011013.0
3494,111XX BLOCK OF 51ST AVE S,3,-122.27022434366665,47.50082832,530330119004008.0
3495,LAKE WASHINGTON BLVD E / E LAKE WASHINGTON BLVD,1,-122.299428717,47.64403966,530330062001019.0
3496,NW 76TH ST / 3RD AVE NW,1,-122.360653049,47.68400827,530330029002005.0
3497,ALASKAN WAY VI NB / COLUMBIA ST,1,-122.336816673,47.60248132,530330081001039.0
3498,52XX BLOCK OF 5TH AVE NE,12,-122.322856042,47.66678145,530330045002015.0
3499,54XX BLOCK OF GREEN LAKE WAY N,23,-122.34007070317392,47.66826194173913,530330046001013.0
3500,9TH AVE NW / NW 48TH ST,12,-122.368610982,47.66365484,530330047002034.0
3501,76XX BLOCK OF GREENWOOD AVE N,35,-122.355297989,47.68438302,530330028001012.0
3502,STONE WAY N / N MENFORD PL,2,-122.342293782,47.6584341,530330050002003.0
3503,7TH AVE S / S CHARLES ST,3,-122.323766574,47.59499416,530330093001006.0
3504,38XX BLOCK OF 43RD AVE S,11,-122.2795440431818,47.56946613,530330101001008.0
3505,8TH AVE NE / NE 71ST ST,3,-122.31982288866666,47.68019321,530330036001008.0
3506,53XX BLOCK OF S HENDERSON ST,16,-122.2654434873125,47.523295570625,530330118006014.0
3507,34XX BLOCK OF S MONROE ST,18,-122.288786502,47.53100186,530330117002002.0
3508,5XX BLOCK OF S RIVER ST,19,-122.32777447942104,47.54379941526316,530330109002080.0
3509,22XX BLOCK OF NE 82ND ST,8,-122.303685448,47.6885205,530330025001006.0
3510,86XX BLOCK OF INVERNESS DR NE,10,-122.276207345,47.69181648,530330022003014.0
3511,77XX BLOCK OF 16TH AVE SW,56,-122.35503853616072,47.53277404,530330113004001.0
3512,25XX BLOCK OF 31ST AVE W,23,-122.39697432791304,47.64217415,530330057003005.0
3513,SW TRENTON ST / DELRIDGE WAY SW,20,-122.360479083,47.52469335,530330114012008.0
3514,55XX BLOCK OF 8TH AVE NW,22,-122.36617843163636,47.66904192045455,530330034003015.0
3515,7TH AVE W / W BLAINE ST,2,-122.366357211,47.63474055,530330069001012.0
3516,52XX BLOCK OF 35TH AVE S,44,-122.289418452,47.55482146,530330103004012.0
3517,33XX BLOCK OF 23RD AVE S,11,-122.30336520027272,47.57356715,530330100011012.0
3518,34XX BLOCK OF NE BLAKELEY ST,10,-122.2908427407,47.661733188,530330042003043.0
3519,38XX BLOCK OF 47TH AVE NE,5,-122.2770204714,47.655917826,530330041003023.0
3520,125XX BLOCK OF AURORA AVE N,683,-122.34494682261786,47.72048199,530330006003006.0
3521,44XX BLOCK OF NE 68TH ST,5,-122.280259249,47.67760095,530330039002014.0
3522,ALASKAN WY S / S ROYAL BROUGHAM WY,64,-122.3365434976875,47.59239432578125,530330093002043.0
3523,23XX BLOCK OF BIGELOW AVE N,19,-122.34828809605264,47.63954328,530330067004003.0
3524,34XX BLOCK OF SW HENDERSON ST,6,-122.37602415333332,47.52286049,530330115002018.0
3525,S MORGAN ST / 51ST AVE S,1,-122.269899378,47.54428227,530330111022000.0
3526,S GRAHAM ST / 47TH AVE S,6,-122.273715341,47.54604349,530330102003011.0
3527,45XX BLOCK OF SW WILDWOOD PL,18,-122.3906933,47.52094078,530330116005022.0
3528,DAYTON AVE N / N 95TH ST,2,-122.352687414,47.69783124,530330017012001.0
3529,W MERCER ST / 2ND AVE W,40,-122.359321457,47.62459219,530330070005004.0
3530,5XX BLOCK OF N 46TH ST,13,-122.35210837323076,47.6621376,530330049001021.0
3531,BEACON AVE S / S ANGELINE ST,2,-122.304532569,47.56011266,530330100013000.0
3532,10XX BLOCK OF 4TH AVE S,162,-122.32904804320988,47.594048362716045,530330093002024.0
3533,19XX BLOCK OF 7TH AVE,15,-122.33680449426666,47.61467235,530330073003024.0
3534,S GRAND ST / 16TH AVE S,1,-122.312709404,47.58699953,530330094005009.0
3535,UNIVERSITY ST / MINOR AVE,33,-122.325986776,47.61194327,530330084002004.0
3536,94XX BLOCK OF 40TH AVE NE,1,-122.285277559,47.69705851,530330022002003.0
3537,N 50TH ST / SUNNYSIDE AVE N,7,-122.330582902,47.6650174,530330046003010.0
3538,11XX BLOCK OF 10TH AVE,20,-122.3193930614,47.612440478,530330075004020.0
3539,18XX BLOCK OF N 47TH ST,15,-122.33579271573332,47.66286706066666,530330051001008.0
3540,I5 NB / LAKEVIEW BLVD E,1,-122.327602298,47.62835015,530330066001019.0
3541,66XX BLOCK OF 28TH AVE NW,8,-122.392961985625,47.67697667125,530330032001005.0
3542,67XX BLOCK OF CALIFORNIA AVE SW,30,-122.38723950656666,47.54267874,530330106003013.0
3543,46XX BLOCK OF GREENWOOD AVE N,22,-122.35542577763636,47.66285193590909,530330049001019.0
3544,5TH AVE / PINE ST,5,-122.336483962,47.61167201,530330082001003.0
3545,19XX BLOCK OF 34TH AVE W,28,-122.399997047,47.63683287,530330056005051.0
3546,31XX BLOCK OF E WARD ST,7,-122.292140386,47.62745597,530330063004016.0
3547,20XX BLOCK OF S COLLEGE ST,3,-122.306214492,47.58295754,530330094003025.0
3548,S ADAMS ST / 29TH AVE S,1,-122.297239902,47.56486134,530330100013004.0
3549,23RD AVE S / S JACKSON ST S,1,-122.302233456,47.5992813,530330089003024.0
3550,2XX BLOCK OF NE 44TH ST,4,-122.326731111,47.66022109,530330052004015.0
3551,34XX BLOCK OF 39TH AVE W,21,-122.40681906342856,47.65136214,530330056001013.0
3552,LAKE WASHINGTON BLVD S / 46TH AVE S,4,-122.277112126,47.570032,530330101001003.0
3553,8XX BLOCK OF NW 122ND ST,5,-122.367006189,47.71785066,530330005003007.0
3554,8XX BLOCK OF NW 80TH ST,17,-122.36704979594116,47.686931328823526,530330030001008.0
3555,10TH AVE E / E ROANOKE ST,4,-122.320056431,47.64319456,530330061002008.0
3556,AURORA BR / NB,4,-122.347290717,47.64603101,530330060002000.0
3557,I5 / W SEATTLE BR,1,-122.322202931,47.57150515,530330093003116.0
3558,18XX BLOCK OF S BRANDON PL,2,-122.308363891,47.55410281,530330104021000.0
3559,62XX BLOCK OF 57TH AVE S,8,-122.26179138,47.54574036,530330102002030.0
3560,70XX BLOCK OF 15TH AVE NW,131,-122.37677179053436,47.680455150076334,530330030003016.0
3561,47XX BLOCK OF COTTAGE PL SW,11,-122.362171332,47.56017885,530330099002025.0
3562,34TH AVE E / E JOHN ST,2,-122.289062915,47.62014618,530330078004010.0
3563,21XX BLOCK OF S ATLANTIC ST,30,-122.3045195892,47.58957652,530330094002031.0
3564,72XX BLOCK OF 33RD AVE S,25,-122.28997218,47.53770862,530330110013004.0
3565,22XX BLOCK OF 41ST AVE SW,6,-122.383802445,47.58371356,530330096001012.0
3566,19TH AVE S / S HINDS ST,1,-122.306831508,47.57309013,530330100024015.0
3567,E COLUMBIA ST / 26TH AVE,2,-122.298856023,47.6090118,530330088001021.0
3568,46XX BLOCK OF AURORA AVE N,22,-122.3473326565909,47.66250104,530330049001000.0
3569,ALASKAN WAY VI NB / S WASHINGTON ST,1,-122.335578668,47.60088538,530330092002009.0
3570,DELRIDGE WAY SW / PUGET BLVD SW,3,-122.362944178,47.55524427,530330108003009.0
3571,7XX BLOCK OF W GALER ST,6,-122.367048313,47.6323134,530330069002022.0
3572,N 50TH ST / EVANSTON AVE N,2,-122.351461774,47.66501583,530330049001003.0
3573,102XX BLOCK OF 32ND AVE SW,25,-122.37265142828,47.5105488392,530330120001017.0
3574,11TH AVE NW / NW 61ST ST,3,-122.371358287,47.67308472,530330033002010.0
3575,SW BRANDON ST / 46TH AVE SW,2,-122.391047955,47.55394783,530330105003010.0
3576,33XX BLOCK OF 27TH AVE S,40,-122.297726255775,47.573733266,530330100011016.0
3577,28XX BLOCK OF S WARSAW ST,1,-122.296610244,47.54355319,530330110022008.0
3578,85XX BLOCK OF 35TH AVE SW,1,-122.376636541,47.52737714,530330115002001.0
3579,S AVON ST / BEACON AVE S,2,-122.269152526,47.50143771,530330119004001.0
3580,51ST AVE NE / NE 73RD ST,1,-122.273003793,47.68121327,530330040002001.0
3581,9XX BLOCK OF N NORTHLAKE WAY,81,-122.34597759202468,47.64864285,530330054002039.0
3582,31XX BLOCK OF E MARION ST,2,-122.292061896,47.61043144,530330078003025.0
3583,CASCADIA AVE S / S COURT ST,2,-122.282869527,47.57068069,530330101005003.0
3584,11XX BLOCK OF NE 78TH ST,4,-122.315619432,47.68528174,530330026004006.0
3585,7XX BLOCK OF 7TH AVE,131,-122.327950527229,47.60569675885496,530330085001005.0
3586,73XX BLOCK OF 49TH AVE NE,5,-122.275457757,47.68176619,530330039002001.0
3587,40TH AVE NE / NE 75TH ST,3,-122.285157807,47.68304307,530330024002004.0
3588,N 107TH ST / NORTH PARK AVE N,1,-122.34873983,47.70651554,530330004022012.0
3589,84XX BLOCK OF 48TH AVE S,23,-122.27272023952172,47.52698900695652,530330118005010.0
3590,14XX BLOCK OF ARBORETUM DR E,2,-122.294881318,47.63408717,530330062001048.0
3591,9XX BLOCK OF N 130TH ST,89,-122.34658608128088,47.72321498,530330004022000.0
3592,15XX BLOCK OF FERRY AVE SW,6,-122.38225258,47.58949825,530330096005016.0
3593,EAST GREEN LAKE DR N / EAST GREEN LAKE WAY N,3,-122.325712899,47.67981702,530330036002024.0
3594,4XX BLOCK OF NE 103RD ST,14,-122.32403599557142,47.7031477,530330012004010.0
3595,WATERS AVE S / 68TH PL S,1,-122.248870343,47.50632793,530330119002016.0
3596,N 60TH ST / AURORA AVE N,6,-122.347254248,47.67243735,530330035002038.0
3597,11XX BLOCK OF 29TH AVE S,36,-122.29548289997221,47.59274852,530330089002024.0
3598,71XX BLOCK OF 44TH AVE S,38,-122.278049158,47.5379747,530330111012008.0
3599,20XX BLOCK OF N 52ND ST,1,-122.335051765,47.66649558,530330046003005.0
3600,FAUNTLEROY PL SW / FAUNTLEROY WAY SW,1,-122.39273438,47.5285191,530330116005003.0
3601,5XX BLOCK OF NE 85TH ST,29,-122.32165432448276,47.6903899,530330019002018.0
3602,119XX BLOCK OF LAKESIDE PL NE,16,-122.2792525821875,47.716425141875,530330009001005.0
3603,NE 40 ALLEY ST / 9TH AVE NE,1,-122.318802132,47.65613981,530330052002003.0
3604,W GARFIELD ST / 6TH AVE W,1,-122.365032901,47.63352817,530330069002001.0
3605,1ST AVE S / SW MICHIGAN ST,4,-122.33450109,47.54035052,530330112002007.0
3606,6XX BLOCK OF NW 79TH ST,24,-122.36466516241666,47.68619849,530330029003002.0
3607,8XX BLOCK OF S JACKSON ST,119,-122.32173500693276,47.599184603865545,530330092001000.0
3608,NE BELVOIR PL / SURBER DR NE,2,-122.286443838,47.65686417,530330041006011.0
3609,ALASKAN WY VI SB OFF RP / WEST SEATTLE BR WB,1,-122.343500345,47.57140525,530330093003042.0
3610,M L KING JR WAY S / S NEVADA ST,10,-122.295777195,47.56443931,530330100013006.0
3611,W KINNEAR PL / 3RD AVE W,17,-122.360604736,47.62773321,530330070006006.0
3612,EAST GREEN LAKE WAY N / N 64TH ST,1,-122.333532907,47.67526483,530330046001000.0
3613,131XX BLOCK OF RIVIERA PL NE,4,-122.280599973,47.72499918,530330001001002.0
3614,130XX BLOCK OF 23RD AVE NE,23,-122.304578265,47.72386459,530330002002002.0
3615,73XX BLOCK OF 11TH AVE NE,23,-122.31641773413044,47.68232085173913,530330026002018.0
3616,43XX BLOCK OF DAYTON AVE N,51,-122.35206780223528,47.65958823,530330049004001.0
3617,80XX BLOCK OF INTERLAKE AVE N,30,-122.340462234,47.68783018033333,530330027004009.0
3618,97XX BLOCK OF LINDEN AVE N,28,-122.34732880042856,47.70007977107143,530330013003009.0
3619,41XX BLOCK OF WHITMAN AVE N,63,-122.345948882,47.65719612,530330050002010.0
3620,14XX BLOCK OF N 36TH ST,5,-122.340806099,47.65051794,530330054003000.0
3621,35XX BLOCK OF NE 43RD ST,7,-122.28970816385714,47.65985731,530330041005021.0
3622,80XX BLOCK OF MARY AVE NW,34,-122.37545722841176,47.68780717,530330030002016.0
3623,33XX BLOCK OF 8TH AVE W,18,-122.36751969116666,47.64988958,530330059003005.0
3624,8XX BLOCK OF OLIVE WAY,119,-122.33350554543696,47.61428879,530330073003031.0
3625,13XX BLOCK OF 37TH AVE E,1,-122.285468117,47.63026061,530330063002018.0
3626,34XX BLOCK OF FREMONT AVE N,188,-122.34979117318616,47.65001037,530330049002022.0
3627,9XX BLOCK OF N 46TH ST,25,-122.34672472688,47.6621195836,530330050003008.0
3628,N 36TH ST / LINDEN AVE N,6,-122.348599656,47.65114767,530330049002013.0
3629,NW 90TH ST / 24TH AVE NW,1,-122.387572367,47.69414348,530330016002017.0
3630,17XX BLOCK OF 37TH AVE,22,-122.2859056926818,47.61704047136364,530330078004030.0
3631,103XX BLOCK OF 40TH AVE NE,3,-122.285438325,47.70334921,530330022001013.0
3632,AURORA AVE N / KEEN WAY N,1,-122.344487219,47.6821523,530330028002013.0
3633,PORTAGE BAY PL E / EASTLAKE AVE E,1,-122.321286089,47.65189858,530330061001003.0
3634,77XX BLOCK OF 35TH AVE NE,26,-122.290568025,47.68576799,530330024003008.0
3635,96XX BLOCK OF 17TH AVE NW,3,-122.378508521,47.69935306,530330016001017.0
3636,48XX BLOCK OF SW HILL ST,2,-122.39345948,47.5854849,530330096004022.0
3637,DEXTER AVE N / 4TH AVE N,5,-122.349741008,47.64614702,530330060002006.0
3638,9XX BLOCK OF NE 65TH ST,87,-122.31803225693103,47.67583505,530330036001021.0
3639,86XX BLOCK 25TH AVE SW,1,-122.364516958,47.52595151,530330114012005.0
3640,101XX BLOCK OF LAKE CITY WAY NE,1,-122.302194328,47.70160998,530330010002008.0
3641,125XX BLOCK OF N PARK AVE N,29,-122.34949215,47.72049391,530330004022004.0
3642,NEWELL ST / 4TH AVE N,1,-122.349564979,47.64440029,530330060002017.0
3643,26XX BLOCK OF 34TH AVE S,1,-122.28979041,47.58030275,530330095001056.0
3644,S SPOKANE ST / 38TH AVE S,2,-122.285003623,47.5715873,530330101005006.0
3645,49XX BLOCK OF MIDVALE AVE N,2,-122.343740754,47.66464681,530330050001005.0
3646,4TH AVE N / NEWTON ST,1,-122.349524377,47.63655748,530330067004010.0
3647,53XX BLOCK OF 24TH AVE NW,70,-122.38763169608572,47.66749268,530330047004013.0
3648,27XX BLOCK OF NE 92ND ST,18,-122.29736463,47.69569236,530330021002010.0
3649,89XX BLOCK OF 31ST AVE NW,1,-122.396940459,47.69391621,530330015002007.0
3650,N 45TH ST / WOODLAWN AVE N,4,-122.339156602,47.66138585,530330050001044.0
3651,17XX BLOCK OF E OLIVE ST,98,-122.30949777146938,47.61644111,530330079005008.0
3652,25XX BLOCK OF LAKE WASHINGTON BLVD E,40,-122.298591694825,47.64242236,530330062001021.0
3653,29TH AVE W / W TILDEN ST,2,-122.394217914,47.65316816,530330058013008.0
3654,40XX BLOCK OF SW MARYLAND PL,9,-122.383539212,47.59305583,530330096005014.0
3655,E HOWELL ST / BELLEVUE AVE,1,-122.326766811,47.61773993,530330074023005.0
3656,42XX BLOCK OF 8TH AVE NE,323,-122.31978635795976,47.65848896,530330052002001.0
3657,25XX BLOCK OF NOB HILL PL N,14,-122.35128565414284,47.64176845071429,530330060002031.0
3658,4 AV / BATTERY ST TUNNEL NB,2,-122.34514188,47.61608383,530330072002024.0
3659,N 130TH ST / STONE AVE N,1,-122.342280207,47.72321071,530330006001016.0
3660,GREENWOOD AVE N / N 52ND ST,2,-122.355404301,47.66639675,530330035003013.0
3661,HARBOR AVE SW / SW MARYLAND PL,1,-122.383220389,47.59312395,530330096005004.0
3662,17XX BLOCK OF NW 85TH ST,26,-122.3794926661923,47.6906008,530330016003017.0
3663,S IRVING ST / 32ND AVE S,1,-122.291440124,47.59120176,530330095001007.0
3664,28XX BLOCK OF S BRADFORD PL,12,-122.295390098,47.56860489,530330101003001.0
3665,12XX BLOCK OF N 92ND ST,1,-122.343234395,47.69562579,530330018003004.0
